Method;Class;FDP;NIM_D;NAA_D;DISTANCE_D;LOC_D;NMD_D;NAD_D;NIM_E;NAA_E;DISTANCE_E;LOC_E;NMD_E;NAD_E
org.apache.tools.ant.taskdefs.optional.net.FTP.FTPDirectoryScanner.listFiles(String, boolean);org.apache.tools.ant.Project;1;1;3;0.8095;332;12;6;1;1;0.9905;714;86;31
org.apache.tools.ant.taskdefs.optional.dotnet.NetCommand.logVerbose(String);org.apache.tools.ant.ProjectComponent;2;0;1;0.9545;151;9;12;0;1;0.8333;21;2;1
org.apache.tools.ant.taskdefs.MacroInstance.getNsElements();org.apache.tools.ant.taskdefs.MacroDef.TemplateElement;2;0;3;0.8333;244;8;11;0;2;0.8182;48;3;4
org.apache.tools.ant.taskdefs.Patch.setBackups(boolean);org.apache.tools.ant.types.Commandline;0;0;1;0.9231;79;8;4;1;0;0.9565;237;25;3
org.apache.tools.ant.taskdefs.FixCRLF.execute();org.apache.tools.ant.Project;3;1;6;0.7692;123;10;9;0;1;1.0000;714;86;31
org.apache.tools.ant.taskdefs.optional.XMLValidateTask.doValidate(File);org.apache.tools.ant.util.FileUtils;4;0;4;0.9143;232;19;15;1;0;0.9787;571;49;10
org.apache.tools.ant.taskdefs.optional.ccm.CCMCreateTask.setProcessErrorStream(InputStream);org.apache.tools.ant.Project;1;0;0;1.0000;120;7;12;0;1;1.0000;714;86;31
org.apache.tools.ant.taskdefs.optional.junit.XMLResultAggregator.createDocument();org.apache.tools.ant.Project;4;3;1;0.8000;126;9;7;0;4;1.0000;714;86;31
org.apache.tools.ant.types.selectors.AbstractSelectorContainer.validate();org.apache.tools.ant.types.selectors.BaseSelector;0;1;0;0.9630;96;26;1;1;0;0.8571;21;4;1
org.apache.tools.ant.taskdefs.optional.ReplaceRegExp.execute();org.apache.tools.ant.DirectoryScanner;3;1;5;0.7600;239;9;8;1;0;0.9878;642;50;34
org.apache.tools.ant.taskdefs.DefBase.setLoaderRef(Reference);org.apache.tools.ant.util.ClasspathUtils.Delegate;0;1;0;0.9286;47;12;2;1;0;0.9333;56;8;6
org.apache.tools.ant.taskdefs.optional.vss.MSVSS.CurrentModUpdated.getValues();org.apache.tools.ant.taskdefs.optional.vss.MSVSSConstants;1;0;0;1.0000;3;1;0;0;3;0.9375;0;0;48
org.apache.tools.ant.ComponentHelper.getElementName(Object, boolean);org.apache.tools.ant.AntTypeDefinition;0;0;0;0;0;0;0;0;0;0;0;0;0
org.apache.tools.ant.taskdefs.optional.ejb.BorlandDeploymentTool.buildBorlandStubs(Iterator);org.apache.tools.ant.types.Commandline;5;0;3;0.9524;246;16;18;4;0;0.8919;237;25;3
org.apache.tools.ant.taskdefs.optional.EchoProperties.execute();org.apache.tools.ant.types.PropertySet;1;1;4;0.7059;216;9;9;1;0;0.9722;201;20;7
org.apache.tools.ant.taskdefs.optional.pvcs.Pvcs.runCmd(Commandline, ExecuteStreamHandler);org.apache.tools.ant.Project;1;0;0;1.0000;316;8;17;1;0;0.9907;714;86;31
org.apache.tools.ant.types.resources.Intersect.collect(Object);org.apache.tools.ant.types.ResourceCollection;0;0;0;0;0;0;0;0;0;0;0;0;0
org.apache.tools.ant.taskdefs.optional.net.FTP.execute();org.apache.tools.ant.Project;1;5;15;0.6304;619;22;36;0;1;1.0000;714;86;31
org.apache.tools.ant.taskdefs.optional.junit.JUnitTestRunner.sendOutAndErr(String, String);org.apache.tools.ant.taskdefs.optional.junit.JUnitResultFormatter;0;0;1;0.9688;357;23;19;2;0;0.6667;5;5;0
org.apache.tools.ant.taskdefs.optional.starteam.StarTeamList.logOperationDescription(Folder, java.io.File);org.apache.tools.ant.Project;1;0;0;1.0000;99;11;3;0;1;1.0000;714;86;31
org.apache.tools.ant.util.RegexpPatternMapper.replaceReferences(String);org.apache.tools.ant.util.regexp.RegexpMatcher;0;0;4;0.6364;60;5;5;1;0;0.9286;6;6;4
org.apache.tools.ant.taskdefs.Javadoc.setExtdirs(String);org.apache.tools.ant.types.Commandline.Argument;0;0;2;0.9907;809;78;33;1;0;0.8750;23;5;1
org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff.writeTagDiff(CvsTagEntry[]);org.apache.tools.ant.Project;1;1;6;0.4167;207;5;13;0;1;1.0000;714;86;31
org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector.saveCache();org.apache.tools.ant.types.selectors.modifiedselector.Cache;0;0;2;0.9487;315;20;18;1;0;0.8889;7;7;0
org.apache.tools.ant.taskdefs.Javadoc.parsePackages(Vector, Path);org.apache.tools.ant.types.Path;2;0;5;0.9590;809;78;33;2;0;0.9556;359;29;3
org.apache.tools.ant.taskdefs.AbstractCvsTask.execute();org.apache.tools.ant.util.FileUtils;0;3;6;0.8049;325;17;24;0;0;1.0000;571;49;10
org.apache.tools.ant.taskdefs.Rmic.setClasspathRef(Reference);org.apache.tools.ant.types.Path;0;1;0;0.9706;277;15;27;1;0;0.9630;359;29;3
org.apache.tools.ant.taskdefs.optional.clearcase.CCMklbtype.checkOptions(Commandline);org.apache.tools.ant.types.Commandline.Argument;0;3;13;0.3333;124;5;17;1;0;0.9412;23;5;1
org.apache.tools.ant.taskdefs.condition.Http.eval();org.apache.tools.ant.Project;1;0;2;0.3333;34;1;2;0;1;1.0000;714;86;31
org.apache.tools.ant.taskdefs.Tar.tarResource(Resource, TarOutputStream, String, TarFileSet);org.apache.tools.tar.TarConstants;0;0;0;0;0;0;0;0;0;0;0;0;0
org.apache.tools.ant.taskdefs.optional.vss.MSVSS.run(Commandline);org.apache.tools.ant.Project;2;0;1;0.9844;342;28;26;1;2;0.9909;714;86;31
org.apache.tools.ant.taskdefs.optional.clearcase.CCRmtype.checkOptions(Commandline);org.apache.tools.ant.types.Commandline.Argument;0;3;8;0.4615;107;5;13;1;0;0.9286;23;5;1
org.apache.tools.ant.types.resources.BaseResourceCollectionContainer.clear();org.apache.tools.ant.types.resources.FailFast;0;0;0;0;0;0;0;0;0;0;0;0;0
org.apache.tools.ant.taskdefs.optional.perforce.FStatP4OutputHandler.process(String);org.apache.tools.ant.Task;2;0;4;0.4000;20;1;4;1;0;0.9667;160;17;8
org.apache.tools.ant.taskdefs.Dirname.execute();org.apache.tools.ant.Project;0;0;2;0.6000;18;1;2;1;0;0.9903;714;86;31
org.apache.tools.ant.taskdefs.compilers.AptExternalCompilerAdapter.execute();org.apache.tools.ant.taskdefs.compilers.AptCompilerAdapter;1;1;0;0.9000;13;2;0;1;0;1.0000;58;4;3
org.apache.tools.ant.taskdefs.FixCRLF.setEof(AddAsisRemove);org.apache.tools.ant.types.EnumeratedAttribute;1;0;1;0.9444;123;10;9;0;1;0.9000;35;5;2
org.apache.tools.ant.taskdefs.optional.XMLValidateTask.execute();org.apache.tools.ant.types.AbstractFileSet;1;3;3;0.8286;232;19;15;2;0;0.9740;389;58;8
org.apache.tools.ant.taskdefs.Rmic.getCompiler();org.apache.tools.ant.util.facade.FacadeTaskHelper;1;0;1;0.9730;277;15;27;1;1;0.8462;38;4;4
org.apache.tools.ant.taskdefs.optional.junit.JUnitTask.handleErrorFlush(String);org.apache.tools.ant.taskdefs.optional.junit.JUnitTaskMirror.JUnitTestRunnerMirror;0;0;0;0;0;0;0;0;0;0;0;0;0
org.apache.tools.ant.taskdefs.Java.setupWorkingDir(Execute);org.apache.tools.ant.taskdefs.Execute;0;0;1;0.9867;412;53;17;1;0;0.9600;303;16;17
org.apache.tools.ant.helper.ProjectHelperImpl.TaskHandler.init(String, AttributeList);org.apache.tools.ant.Task;3;0;5;0.7727;39;3;5;2;3;0.8750;160;17;8
org.apache.tools.ant.UnknownElement.handleChild(String, IntrospectionHelper, Object, UnknownElement, RuntimeConfigurable);org.apache.tools.ant.taskdefs.PreSetDef.PreSetDefinition;3;2;2;0.8974;277;22;6;0;1;0.9697;54;14;2
org.apache.tools.ant.taskdefs.SQLExec.printResults(ResultSet, PrintStream);org.apache.tools.ant.Project;1;0;1;0.9630;286;9;18;0;1;1.0000;714;86;31
org.apache.tools.ant.taskdefs.optional.ccm.CCMCheck.doit();org.apache.tools.ant.types.Commandline.Argument;0;1;0;0.9412;75;5;6;1;0;0.9286;23;5;1
org.apache.tools.ant.taskdefs.optional.ejb.BorlandDeploymentTool.buildBorlandStubs(Iterator);org.apache.tools.ant.taskdefs.optional.ejb.EjbJar.Config;5;0;3;0.9524;246;16;18;0;1;0.9667;0;0;11
org.apache.tools.ant.helper.ProjectHelper2.ProjectHandler.onStartElement(String, String, String, Attributes, AntXMLContext);org.apache.tools.ant.Project;5;0;0;1.0000;87;2;0;8;2;0.9174;714;86;31
org.apache.tools.ant.PropertyHelper.getPropertyHelper(Project);org.apache.tools.ant.MagicNames;0;0;1;0.9545;214;16;5;0;0;1.0000;0;0;6
org.apache.tools.tar.TarEntry.parseTarHeader(byte[]);org.apache.tools.tar.TarUtils;1;0;14;0.7255;246;21;19;2;0;1.0000;82;7;0
org.apache.tools.ant.RuntimeConfigurable.maybeConfigure(Project, boolean);org.apache.tools.ant.Task;2;2;7;0.7273;177;15;11;0;1;0.9762;160;17;8
org.apache.tools.ant.util.ResourceUtils.selectOutOfDateSources(ProjectComponent, ResourceCollection, FileNameMapper, ResourceFactory, long);org.apache.tools.ant.types.ResourceCollection;0;0;0;0;0;0;0;0;0;0;0;0;0
org.apache.tools.ant.taskdefs.Move.copyFile(File, File, boolean, boolean);org.apache.tools.ant.types.FilterSetCollection;1;0;0;1.0000;199;8;0;1;0;0.9474;25;3;1
org.apache.tools.ant.types.DataType.getCheckedRef(Class, String, Project);org.apache.tools.ant.types.Reference;0;0;0;0;0;0;0;0;0;0;0;0;0
org.apache.tools.ant.taskdefs.Definer.addDefinition(ClassLoader, String, String);org.apache.tools.ant.AntTypeDefinition;3;0;5;0.8611;268;12;12;2;5;0.7667;159;12;6
org.apache.tools.ant.taskdefs.optional.net.FTP.isUpToDate(FTPClient, File, String);org.apache.tools.ant.Project;1;0;3;0.9556;619;22;36;0;1;1.0000;714;86;31
org.apache.tools.ant.taskdefs.optional.ccm.CCMCreateTask.checkOptions(Commandline);org.apache.tools.ant.types.Commandline.Argument;0;0;10;0.6667;120;7;12;1;0;0.9167;23;5;1
org.apache.tools.ant.taskdefs.SubAnt.execute();org.apache.tools.ant.types.resources.Union;0;0;0;0;0;0;0;0;0;0;0;0;0
org.apache.tools.ant.taskdefs.optional.native2ascii.Native2AsciiAdapterFactory.getDefault();org.apache.tools.ant.taskdefs.optional.native2ascii.SunNative2Ascii;3;0;0;1.0000;34;3;0;0;1;1.0000;24;2;1
org.apache.tools.ant.taskdefs.optional.net.FTP.transferFiles(FTPClient, FileSet);org.apache.tools.ant.types.AbstractFileSet;2;7;10;0.8000;619;22;36;4;0;0.9535;389;58;8
org.apache.tools.ant.taskdefs.condition.ResourcesMatch.eval();org.apache.tools.ant.types.resources.BaseResourceCollectionContainer;0;0;0;0;0;0;0;0;0;0;0;0;0
org.apache.tools.ant.filters.TokenFilter.ContainsRegex.filter(String);org.apache.tools.ant.util.regexp.Regexp;0;1;3;0.6923;36;2;8;1;0;0.9000;1;1;2
org.apache.tools.ant.taskdefs.BuildNumber.execute();org.apache.tools.ant.Project;1;3;2;0.4286;86;4;4;1;1;0.9905;714;86;31
org.apache.tools.ant.filters.TokenFilter.ReplaceRegex.filter(String);org.apache.tools.ant.util.regexp.Regexp;0;1;3;0.6923;33;2;8;1;0;0.9000;1;1;2
org.apache.tools.ant.taskdefs.compilers.CompilerAdapterFactory.getCompiler(String, Task);org.apache.tools.ant.Task;2;2;1;1.0000;84;3;1;1;0;0.9615;160;17;8
org.apache.tools.ant.taskdefs.optional.clearcase.CCUpdate.execute();org.apache.tools.ant.Project;1;1;0;0.9524;93;3;13;2;2;0.9820;714;86;31
org.apache.tools.ant.XmlLogger.targetStarted(BuildEvent);org.apache.tools.ant.BuildEvent;4;1;4;0.8696;214;13;18;0;1;0.9375;43;1;6
org.apache.tools.ant.taskdefs.optional.net.FTP.rmDir(FTPClient, String);org.apache.tools.ant.Project;1;1;5;0.8696;619;22;36;0;2;1.0000;714;86;31
org.apache.tools.ant.Project.fireSubBuildFinished(Throwable);org.apache.tools.ant.SubBuildListener;1;0;1;0.9900;714;86;31;1;0;0.7500;2;2;0
org.apache.tools.ant.taskdefs.Copy.execute();org.apache.tools.ant.types.ResourceCollection;0;0;0;0;0;0;0;0;0;0;0;0;0
org.apache.tools.ant.taskdefs.AbstractCvsTask.executeToString(Execute);org.apache.tools.ant.taskdefs.Execute;2;0;0;1.0000;325;17;24;1;1;0.9048;303;16;17
org.apache.tools.ant.listener.CommonsLoggingListener.taskStarted(BuildEvent);org.apache.tools.ant.BuildEvent;3;2;1;0.8333;186;11;4;0;1;0.9333;43;1;6
org.apache.tools.ant.taskdefs.Execute.getProcEnvCommand();org.apache.tools.ant.taskdefs.condition.Os;0;0;0;1.0000;303;16;17;1;0;1.0000;90;10;8
org.apache.tools.ant.Diagnostics.doReport(PrintStream);org.apache.tools.ant.Main;0;9;1;1.0000;251;20;1;1;0;1.0000;597;19;19
org.apache.tools.ant.taskdefs.optional.clearcase.CCCheckout.getCommentFileCommand(Commandline);org.apache.tools.ant.types.Commandline.Argument;0;0;2;0.9412;152;7;19;1;0;0.8750;23;5;1
org.apache.tools.ant.taskdefs.optional.jdepend.JDependTask.createJvmarg(CommandlineJava);org.apache.tools.ant.types.CommandlineJava;0;0;0;1.0000;302;13;17;1;0;0.9744;217;28;10
org.apache.tools.ant.types.XMLCatalog.ExternalResolver.processExternalCatalogs();org.apache.tools.ant.types.XMLCatalog;2;0;4;0.6667;113;3;6;0;1;0.9677;326;20;7
org.apache.tools.ant.Project.copyInheritedProperties(Project);org.apache.tools.ant.PropertyHelper;0;0;0;1.0000;714;86;31;2;0;0.9500;214;16;5
org.apache.tools.ant.launch.Launcher.run(String[]);org.apache.tools.ant.launch.Locator;0;1;6;0.5000;135;3;7;4;0;1.0000;138;6;0
org.apache.tools.ant.UnknownElement.handleChild(String, IntrospectionHelper, Object, UnknownElement, RuntimeConfigurable);org.apache.tools.ant.IntrospectionHelper.Creator;3;2;2;0.8974;277;22;6;2;1;0.8696;74;3;5
org.apache.tools.ant.AntClassLoader.setThreadContextLoader();org.apache.tools.ant.Project;0;0;3;0.9455;498;41;15;1;0;0.9902;714;86;31
org.apache.tools.ant.taskdefs.optional.dotnet.ImportTypelib.execute();org.apache.tools.ant.taskdefs.optional.dotnet.NetCommand;2;2;6;0.3846;72;3;7;3;1;0.8667;151;9;12
org.apache.tools.ant.taskdefs.optional.net.FTP.sendFile(FTPClient, String, String);org.apache.tools.ant.Project;1;4;7;0.7708;619;22;36;1;2;0.9912;714;86;31
org.apache.tools.ant.taskdefs.optional.Native2Ascii.setImplementation(String);org.apache.tools.ant.util.facade.FacadeTaskHelper;1;0;1;0.9333;109;7;7;0;1;0.9091;38;4;4
org.apache.tools.ant.taskdefs.MatchingTask.addDate(DateSelector);org.apache.tools.ant.types.AbstractFileSet;0;0;1;0.9756;143;40;1;1;0;0.9855;389;58;8
org.apache.tools.ant.taskdefs.optional.ccm.Continuus.run(Commandline, ExecuteStreamHandler);org.apache.tools.ant.Project;1;0;0;1.0000;32;4;8;1;0;0.9906;714;86;31
org.apache.tools.ant.taskdefs.Tar.check(ResourceCollection);org.apache.tools.ant.taskdefs.Copy;0;0;0;0;0;0;0;0;0;0;0;0;0
org.apache.tools.ant.taskdefs.Property.setClasspathRef(Reference);org.apache.tools.ant.types.Path;0;1;0;0.9667;305;16;11;1;0;0.9630;359;29;3
org.apache.tools.ant.taskdefs.Zip.getResourcesToAdd(FileSet[], File, boolean);org.apache.tools.ant.types.Resource;2;4;5;0.8852;660;26;26;0;1;0.9706;64;5;6
org.apache.tools.ant.types.selectors.ContainsRegexpSelector.isSelected(File, String, File);org.apache.tools.ant.types.RegularExpression;0;0;3;0.7500;67;4;4;2;0;0.8824;54;6;6
org.apache.tools.ant.taskdefs.optional.vss.MSVSSCHECKOUT.buildCmdLine();org.apache.tools.ant.taskdefs.optional.vss.MSVSSConstants;1;0;0;1.0000;46;10;0;0;1;0.9839;0;0;48
org.apache.tools.ant.taskdefs.optional.javah.SunJavah.setupJavahCommand(Javah);org.apache.tools.ant.types.Path;4;0;0;1.0000;72;2;1;3;0;0.9302;359;29;3
org.apache.tools.ant.filters.util.ChainReaderHelper.setProjectOnObject(Object);org.apache.tools.ant.Project;1;0;1;0.8750;111;3;5;1;0;0.9901;714;86;31
org.apache.tools.ant.filters.TokenFilter.ContainsRegex.filter(String);org.apache.tools.ant.util.regexp.RegexpMatcher;0;1;3;0.6923;36;2;8;1;0;0.9412;6;6;4
org.apache.tools.ant.taskdefs.Javadoc.addArgIf(boolean, String);org.apache.tools.ant.types.Commandline.Argument;0;0;1;0.9907;809;78;33;1;0;0.8750;23;5;1
org.apache.tools.ant.taskdefs.Javadoc.parsePackages(Vector, Path);org.apache.tools.ant.types.resources.Union;0;0;0;0;0;0;0;0;0;0;0;0;0
org.apache.tools.ant.taskdefs.ResourceCount.eval();org.apache.tools.ant.types.Comparison;0;0;0;0;0;0;0;0;0;0;0;0;0
org.apache.tools.ant.taskdefs.EchoXML.execute();org.apache.tools.ant.util.FileUtils;0;0;0;0;0;0;0;0;0;0;0;0;0
org.apache.tools.ant.DirectoryScanner.checkIncludePatterns();org.apache.tools.ant.types.selectors.SelectorUtils;0;6;6;0.8529;642;50;34;1;0;1.0000;365;14;1
org.apache.tools.ant.taskdefs.optional.junit.XMLResultAggregator.getDestinationFile();org.apache.tools.ant.Project;0;0;4;0.8571;126;9;7;1;0;0.9902;714;86;31
org.apache.tools.ant.taskdefs.rmic.KaffeRmic.execute();org.apache.tools.ant.types.Commandline.Argument;3;1;1;1.0000;37;3;2;1;0;0.9333;23;5;1
org.apache.tools.ant.NoBannerLogger.messageLogged(BuildEvent);org.apache.tools.ant.util.StringUtils;2;0;1;0.8889;18;3;1;0;1;1.0000;34;4;1
org.apache.tools.ant.types.resources.comparators.Exists.resourceCompare(Resource, Resource);org.apache.tools.ant.types.Resource;0;0;0;0;0;0;0;0;0;0;0;0;0
org.apache.tools.ant.taskdefs.FixCRLF.execute();org.apache.tools.ant.filters.FixCrLfFilter;3;1;6;0.7692;123;10;9;3;1;0.8710;91;11;8
org.apache.tools.ant.taskdefs.optional.script.ScriptDefBase.setDynamicAttribute(String, String);org.apache.tools.ant.taskdefs.optional.script.ScriptDef;0;1;1;0.7143;32;4;2;1;0;0.9474;125;10;6
org.apache.tools.ant.types.FileSet.iterator();org.apache.tools.ant.DirectoryScanner;0;0;0;0;0;0;0;0;0;0;0;0;0
org.apache.tools.ant.taskdefs.optional.sos.SOS.setLocalPath(Path);org.apache.tools.ant.types.resources.BaseResourceCollectionContainer;0;0;0;0;0;0;0;0;0;0;0;0;0
org.apache.tools.ant.types.optional.AbstractScriptComponent.initScriptRunner();org.apache.tools.ant.util.ScriptRunner;0;0;0;0;0;0;0;0;0;0;0;0;0
org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector.verifySettings();org.apache.tools.ant.types.selectors.modifiedselector.Cache;0;1;2;0.9268;315;20;18;1;0;0.9167;7;7;0
org.apache.tools.bzip2.CBZip2InputStream.setupNoRandPartC();org.apache.tools.bzip2.CRC;0;1;9;0.8548;640;31;44;1;0;0.9286;22;3;2
org.apache.tools.ant.ComponentHelper.invalidateCreatedTasks(String);org.apache.tools.ant.Task;0;0;1;0.9750;471;29;14;1;0;0.9630;160;17;8
org.apache.tools.ant.taskdefs.optional.Native2Ascii.convert(String, String);org.apache.tools.ant.taskdefs.optional.native2ascii.Native2AsciiAdapterFactory;1;0;3;0.8235;109;7;7;1;0;1.0000;34;3;0
org.apache.tools.ant.filters.BaseFilterReader.readFully();org.apache.tools.ant.util.FileUtils;0;0;1;1.0000;67;4;3;1;0;1.0000;571;49;10
org.apache.tools.ant.taskdefs.Java.log(Throwable);org.apache.tools.ant.Project;1;0;0;1.0000;412;53;17;0;1;1.0000;714;86;31
org.apache.tools.ant.taskdefs.optional.SchemaValidate.enableXercesSchemaValidation();org.apache.tools.ant.BuildException;2;1;0;0.9500;131;14;10;1;0;0.9412;62;5;2
org.apache.tools.ant.taskdefs.SQLExec.setDelimiterType(DelimiterType);org.apache.tools.ant.types.EnumeratedAttribute;1;0;1;0.9630;286;9;18;0;1;0.8889;35;5;2
org.apache.tools.ant.types.Commandline.Marker.getPosition();org.apache.tools.ant.types.Commandline.Argument;2;0;2;0.6000;13;1;2;0;1;0.9000;23;5;1
org.apache.tools.ant.taskdefs.compilers.Kjc.setupKjcCommand();org.apache.tools.ant.types.resources.BaseResourceCollectionContainer;0;0;0;0;0;0;0;0;0;0;0;0;0
org.apache.tools.ant.taskdefs.optional.javacc.JJDoc.execute();org.apache.tools.ant.types.Commandline.Argument;3;1;7;0.7083;88;4;11;1;0;0.9615;23;5;1
org.apache.tools.ant.taskdefs.optional.j2ee.ServerDeploy.addGeneric(GenericHotDeploymentTool);org.apache.tools.ant.taskdefs.optional.j2ee.GenericHotDeploymentTool;0;0;1;0.8571;31;4;3;1;0;0.8889;35;6;3
org.apache.tools.ant.taskdefs.Ant.init();org.apache.tools.ant.Project;1;0;1;0.9714;345;19;14;1;1;0.9802;714;86;31
org.apache.tools.ant.taskdefs.optional.clearcase.CCUnlock.checkOptions(Commandline);org.apache.tools.ant.types.Commandline;0;2;2;0.5556;76;5;5;1;0;0.9615;237;25;3
org.apache.tools.ant.UnknownElement.setNamespace(String);org.apache.tools.ant.ProjectHelper;2;0;1;0.9643;277;22;6;0;1;1.0000;172;16;7
org.apache.tools.ant.taskdefs.Jar.getResourcesToAdd(ResourceCollection[], File, boolean);org.apache.tools.ant.taskdefs.Manifest;0;0;0;0;0;0;0;0;0;0;0;0;0
org.apache.tools.ant.Project.addOrReplaceTarget(String, Target);org.apache.tools.ant.Target;1;1;2;0.9798;714;86;31;0;1;0.9643;151;17;8
org.apache.tools.ant.taskdefs.rmic.SunRmic.execute();org.apache.tools.ant.util.LineOrientedOutputStream;2;0;3;1.0000;32;1;5;1;0;0.9231;53;6;5
org.apache.tools.ant.taskdefs.Java.addSyspropertyset(PropertySet);org.apache.tools.ant.types.CommandlineJava;0;0;1;0.9861;412;53;17;1;0;0.9750;217;28;10
org.apache.tools.ant.taskdefs.email.MimeMailer.send();org.apache.tools.ant.taskdefs.email.EmailAddress;3;2;1;0.9615;109;3;1;0;2;0.9333;95;2;2
org.apache.tools.ant.taskdefs.compilers.Jvc.execute();org.apache.tools.ant.types.resources.BaseResourceCollectionContainer;0;0;0;0;0;0;0;0;0;0;0;0;0
org.apache.tools.ant.taskdefs.optional.extension.resolvers.AntResolver.resolve(Extension, Project);org.apache.tools.ant.ProjectComponent;2;1;3;0.6364;41;3;3;0;1;0.9231;21;2;1
org.apache.tools.ant.taskdefs.ExecTask.prepareExec();org.apache.tools.ant.types.RedirectorElement;2;2;7;0.8594;287;31;22;1;0;0.9844;281;25;20
org.apache.tools.ant.taskdefs.optional.ejb.GenericDeploymentTool.getClassLoaderForBuild();org.apache.tools.ant.Project;1;1;2;0.9167;421;25;18;1;0;0.9903;714;86;31
org.apache.tools.ant.taskdefs.ExecTask.prepareExec();org.apache.tools.ant.types.Environment;2;2;7;0.8594;287;31;22;1;0;0.9565;16;2;1
org.apache.tools.ant.types.optional.AbstractScriptComponent.addText(String);org.apache.tools.ant.util.ScriptRunner;0;0;0;0;0;0;0;0;0;0;0;0;0
org.apache.tools.ant.taskdefs.ExecuteJava.fork(ProjectComponent);org.apache.tools.ant.taskdefs.Redirector;3;1;5;0.8276;181;6;9;2;0;0.9697;340;19;28
org.apache.tools.ant.Main.startAnt(String[], Properties, ClassLoader);org.apache.tools.ant.Diagnostics;1;4;2;0.8750;597;19;19;1;0;1.0000;251;20;1
org.apache.tools.ant.taskdefs.Concat.MultiReader.isMissingEndOfLine();org.apache.tools.ant.taskdefs.Concat;1;0;1;0.9091;115;6;5;0;1;0.9688;342;16;17
org.apache.tools.ant.AntClassLoader.addPathFile(File);org.apache.tools.ant.taskdefs.Manifest.Section;0;0;1;0.9815;498;41;15;0;0;1.0000;183;14;4
org.apache.tools.ant.taskdefs.AbstractCvsTask.executeToString(Execute);org.apache.tools.ant.types.Commandline;2;0;0;1.0000;325;17;24;1;0;1.0000;237;25;3
org.apache.tools.ant.helper.ProjectHelperImpl.configureId(Object, AttributeList);org.apache.tools.ant.Project;1;0;1;0.8889;87;3;7;1;0;0.9900;714;86;31
org.apache.tools.ant.taskdefs.Javadoc.execute();org.apache.tools.ant.util.FileUtils;2;3;27;0.8163;809;78;33;2;0;0.9811;571;49;10
org.apache.tools.ant.taskdefs.Recorder.init();org.apache.tools.ant.Project;0;0;0;0;0;0;0;0;0;0;0;0;0
org.apache.tools.ant.types.resources.Restrict.iterator();org.apache.tools.ant.types.resources.BaseResourceCollectionWrapper;0;0;0;0;0;0;0;0;0;0;0;0;0
org.apache.tools.ant.taskdefs.Zip.getResourcesToAdd(FileSet[], File, boolean);org.apache.tools.ant.util.ResourceUtils;2;4;5;0.8852;660;26;26;1;0;1.0000;45;2;1
org.apache.tools.ant.util.XMLFragment.Child.addText(String);org.apache.tools.ant.util.XMLFragment;0;0;1;0.7500;25;3;1;1;0;0.8571;21;3;2
